Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
3031,"b: i mean, they, they get all these days off. //a: yeah. //b: now give them, //a: i know. //b: what a, a week, i think we here at t i get a total of eleven a year. ",give,them,a week,dat
3032,"b: right, i think, //a: it was nice talking to you. //b: we've given them about seven minutes according to my watch and i enjoyed the conversation. //a: so did i. bye, bye.",given,them,about seven minutes,dat
3033,"a: yeah, what the heck. i'm surely not going to count this as business income. //b: yeah. um, right. well, speaking of that, i think we've probably given them their money's worth. //a: oh, yeah, no doubt about it. i, i usually go until the, the recording comes on.",given,them,their money's worth,dat
3034,"a: it was a challenge, you know, because you were with a bunch of other guys and, you know, you, it was almost a competition. but  nowadays i don't care . //b: yeah. give me the ramada inn . //a: yeah, yeah. ",give,me,the ramada inn,dat
3035,"b: uh, williamsburg blue, we are calling it, but whether there's a color like that or not, since we are near williamsburg. but, uh, we are hoping  that will lighten up the room a lot, and make it, give it, you know, give it a bigger appearance. //a: yeah. //b: it has a fireplace in it, too.",give,it,a bigger appearance,dat
3036,"this. the kid had missed all these classes, and basically -- //a: uh-huh. //b: -- he, his answer was, oh, i gave him permission to, to miss. //a: yeah, the denial mechanism is really strong and so many parents are facilitators.",gave,him,permission to miss,dat
3037,"flower beds, and my mom grows, she's an avid gardener, and she starts her own stuff from seed now, and she gets a little over zealous when she is planting these seeds in the wintertime and starting them. uh, she ends up with so many plants that she can't fit them all in her garden. they have a huge yard and a huge house, and so she brings them up here from philadelphia and gives me all her extras. //a: well, that's pretty good. ",gives,me,all her extras,dat
3038,"b: uh-huh. //a: you go in their bathroom and there's ten tooth brushes in there. and i always give her a hard time  who's toothbrush did you really use this morning . //b: but how do they afford to even have the kids, uh, we're expecting our first baby,",give,her,a hard time,dat
3039,"b: so any, any, anybody that says life in prison with no chance of parole, i'd say, uh, give them the death penalty . so, .",give,them,the death penalty,dat
3040,"a: yes, my father was in the c c c . //b: he was in that? i mean, you know, uh, it's not the best thing in the world, but, uh, it gave them something to do. //a: well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things. ",gave,them,something to do,dat
3041," a: well, you know they have got these adopt a highway programs. they have to give the convicts something to do, you know . //b: well, i, i understand that and i think that, that, that he's certainly contributed to that .",give,the convicts,something to do,dat
3042,"b: in fact we've had the policy on just the random testing now -- //a: uh-huh. //b: -- for a couple years, and, uh,  i, i was giving my boss a hard time because i kept waiting for my name to came, come up, you know, //a: . ",giving,my boss,a hard time,dat
3043,"b: oh well, can you do it ? //a: yeah,  isn't that funny. i guess i do have one thing. a friend of mine gave me a clock kit -- //b: ooh. //a: -- and, i, i needlepointed the face, and i, uh, kept that because she gave me that. so, //b: that, that would be definitely something you'd want to keep. ",gave,me,a clock kit,dat
3044,"b: what is it, is it, what's it like, just good food? //a: yeah, it is. the atmosphere is okay, i mean, it's kind of dark and has candle lit tables and that kind of thing, but it's not a real fancy place, you know, it's just the food is just really exceptional. and they give you real big quantities -- //b: uh-huh.",give,you,real big quantities,dat
3045," a: and light colors repeal themselves? //b: exactly. plus the social attitude, you know, if you, you walk into a place and, and, uh, i know in our office, um, our secretary gives everyone, uh, all the ladies a hard time if they wear white shoes. i think it's, uh, is it after labor day or something, i don't know, //a: huh-uh.",gives,all the ladies,a hard time,dat
3046," a:  of  giving people three billion dollars a year. //b: right, i, i have a hard time with that too. now i can understand, uh, for instance, the, uh, situation in say the philippines where they needed some cash to jump start their economy.",giving,people,three billion dollars a year,dat
3047,"b: and, and how did your daughter get scholarship money on? //a: uh, band. she got, you know, five hundred dollars at a, at a clip through bands, through leadership. uh, there's all kinds of civic organ-, organizations that will give you, you know, one shot money. uh, you get a president's award if you're, you're in, in high school doing cer-, this up by, here in arlington. uh, there's a lot of, and, of course, you, if you, you score high on the s a t, ",give,you,one shot money,dat
3048,"b: what kind of questions did you ask about the private sitter before you took her over there? //a: um, gosh . i ca-, my husband and i both went. we kind of give her the third degree . //b: uh, good ,",give,her,the third degree,dat
3049,"a: uh-huh. //b: but, uh, it, it quit working so he brought it, brought it back and he just hasn't brought another one home. but they did give him a new computer at work, so. //a: oh, i see. yeah, we, we build, uh, laptop and notebook computers here in temple also.",give,him,a new computer,dat
3050,"everything about me, you know, so, //a: well, that's very, can be very, very true. //b: so, and th-, you know, everybody just gives you a credit card just so you'll spend money so, //a: well, that's the idea. they figure that,",gives,you,a credit card,dat
