Line,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
we uh . mum gave us a good. variety of food we never got sick of food,gave us a good. variety of food,gave,us,Def,pronoun,Anim,a good variety of food,Indef,non,Inanim
yeah. we we. she used to put it on the plates and we used to sit down and she'd give us a plate full of food in front of us,give us a plate full of food,give,us,Def,pronoun,Anim,a plate full of food,Indef,non,Inanim
she taught me quite a bit about cooking,taught me quite a bit about cooking,taught,me,Def,pronoun,Anim,quite a bit about cooking,Indef,non,Inanim
. I can remember mum sort of. giving them a. a night's. shelter to sort of,giving them a. a night's. shelter,giving,them,Def,pronoun,Anim,a night's shelter,Indef,non,Inanim
 - he always gave us a - took us on his knee and gave us a cuddle even till we were. quite big,gave us a cuddle,gave,us,Def,pronoun,Anim,a cuddle,Indef,non,Inanim
'cause it hur~ hurt. but um. mum used to give me a few whacks you know,give me a few whacks,give,me,Def,pronoun,Anim,a few whacks,Indef,non,Inanim
. he would take Bob and I with us and we'd give us a rifle each and,give us a rifle each,give,us,Def,pronoun,Anim,a rifle,Indef,non,Inanim
sometimes give them . - hot day we used to take the saddles off and . give them a good sponge down,give them a good sponge down,give,them,Def,pronoun,Anim,a good sponge down,Indef,non,Inanim
give them a good wash down,give them a good wash down,give,them,Def,pronoun,Anim,a good wash down,Indef,non,Inanim
and then uh. quite often - pop down and give them another . another bucket of chaff or something you know bef~,give them another . another bucket of chaff,give,them,Def,pronoun,Anim,another bucket of chaff,Indef,non,Inanim
and then at night they always got a we~ . gave them a couple of buckets of chaff at night,gave them a couple of buckets of chaff,gave,them,Def,pronoun,Anim,a couple of buckets of chaff,Indef,non,Inanim
. give them one and go back and give them another one later on you know . perhaps,give them one,give,them,Def,pronoun,Anim,one,Indef,pronoun,Inanim
. give them one and go back and give them another one later on you know . perhaps,give them another one,give,them,Def,pronoun,Anim,another one,Indef,pronoun,Inanim
. and um . the next year he taught us . taught us rugby,taught us rugby,taught,us,Def,pronoun,Anim,rugby,Indef,non,Inanim
and he taught the girls netball . or basketball as it was known then,taught the girls netball . or basketball as it was known then,taught,the girls,Def,non,Anim,netball or basketball as it was known then,Indef,non,Inanim
he also taught us uh - athletics you know running and jumping and . all that sort of thing and uh um,taught us uh - athletics,taught,us,Def,pronoun,Anim,athletics,Indef,non,Inanim
so he was quite good as far as . teaching us sport was concerned,teaching us sport,teaching,us,Def,pronoun,Anim,sport,Indef,non,Inanim
to . give me a little education  and,give me a little education,give,me,Def,pronoun,Anim,a little education,Indef,non,Inanim
yes um I was too young to remember all this so if you speak to my ah the older members of my family they'll tell you something like that um .,tell you something like that,tell,you,Def,pronoun,Anim,something like that,Indef,non,Inanim
and we went in there and they allowed us to dry our clothes and they gave us a meal .,gave us a meal .,gave,us,Def,pronoun,Anim,a meal,Indef,non,Inanim
I didn't go back for a year it didn't do me any harm,do me any harm,do,me,Def,pronoun,Anim,any harm,Indef,non,Inanim
I got through it which gave me a free place,gave me a free place,gave,me,Def,pronoun,Anim,a free place,Indef,non,Inanim
and ahh . a few years ago I could have told you their names but . not now .,told you their names,told,you,Def,pronoun,Anim,their names,Def,non,Inanim
and ahh . every year he gave us a lilly .,gave us a lilly .,gave,us,Def,pronoun,Anim,a lilly,Indef,non,Inanim
and ahh give us . tell us bible stories .  which,tell us bible stories .,tell,us,Def,pronoun,Anim,bible stories,Indef,non,Inanim
to wake us all up . and to give us a little break .  ahh .,give us a little break .,give,us,Def,pronoun,Anim,a little break,Indef,non,Inanim
and she would be our ahh teach us our singing so . that's the way we had that .  and,teach us our singing,teach,us,Def,pronoun,Anim,our singing,Def,non,Inanim
and we were told ahh these ahh were going to give us some instruction .  in,give us some instruction .  in um . ahh swimming,give,us,Def,pronoun,Anim,some instruction in swimming,Indef,non,Inanim
but their real aim was to teach us something about sex .  ahh,teach us something about sex .,teach,us,Def,pronoun,Anim,something about sex,Indef,non,Inanim
and th~ and ahh he gave us a demonstration . he got a a a a he'd given a he'd done this during part of it .  how,gave us a demonstration .,gave,us,Def,pronoun,Anim,a demonstration,Indef,non,Inanim
and one day he gave me a . one of the old . cricket bats   ahh,gave me a . one of the old . cricket bats,gave,me,Def,pronoun,Anim,one of the old cricket bats,Indef,non,Inanim
ahh trying to teach you ahh . the joys of Sh~ learning Shakespeare .  but,teach you ahh . the joys of Sh~ learning Shakespeare .,teach,you,Def,pronoun,Anim,the joys of learning Shakespeare,Def,non,Inanim
and then he went out and told the other boys that that he'd given me the job .  so,given me the job .,given,me,Def,pronoun,Anim,the job,Def,non,Inanim
the lady . who thought ahh . her husband was giving her a marvellous Christmas present .  and,giving her a marvellous Christmas present .,giving,her,Def,pronoun,Anim,a marvellous Christmas present,Indef,non,Inanim
if your parent gave you a note .  you,gave you a note .,gave,you,Def,pronoun,Anim,a note,Indef,non,Inanim
I f~ they they gave them a used to call them give them a special nickname those books . copybooks .  ahh,give them a special nickname,give,them,Def,pronoun,Inanim,a special nickname,Indef,non,Inanim
ahh . today . um . I've asked my grandchildren sometimes if what know about a noun and they're quite ignorant they apparently don't teach them . that .  and,teach them . that .,teach,them,Def,pronoun,Anim,that,Def,pronoun,Inanim
um . French really taught me ahh my grammar more than I I think I I that I I learnt at at primary school .  as,taught me ahh my grammar,taught,me,Def,pronoun,Anim,my grammar,Def,non,Inanim
Poverty Bay simply because it was named by Captain Cook because ahh the Maoris wouldn't give them any . um . ahh . food .  ahh .,give them any . um . ahh . food .,give,them,Def,pronoun,Anim,any food,Indef,non,Inanim
each week . m~ m~ my boss would pay me my . wage .  and,pay me my . wage .,pay,me,Def,pronoun,Anim,my wage,Def,non,Inanim
and it was much easier to give people the information they wanted about trains than to tell them they had the wrong number,give people the information they wanted about trains,give,people,Indef,non,Anim,the information they wanted about trains,Def,non,Inanim
well sent me to the headmaster's office and he gave me the strap,gave me the strap,gave,me,Def,pronoun,Anim,the strap,Def,non,Inanim
oh papered walls I think <mmm> I couldn't tell you anything really about that,tell you anything really about that,tell,you,Def,pronoun,Anim,anything really about that,Indef,non,Inanim
I couldn't tell you that .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I think was partly to get . get give the maid a chance of getting out . you see for the afternoon <uh huh>,give the maid a chance of getting out .,give,the maid,Def,non,Anim,a chance of getting out,Indef,non,Inanim
oh I couldn't tell you that . just very much what people eat now days I suppose .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
he gave me an awful fright -,gave me an awful fright -,gave,me,Def,pronoun,Anim,an awful fright,Indef,non,Inanim
I told you that in here,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
tell Rosemary those ones Roy made up,tell Rosemary those ones Roy made up,tell,Rosemary,Def-pn,non,Anim,those ones Roy made up,Def,pronoun,Inanim
I tell you one naughty thing,tell you one naughty thing we did,tell,you,Def,pronoun,Anim,one naughty thing we did,Indef,non,Inanim
and you cashed up . they always gave you a free paper to take home .,gave you a free paper to take home .,gave,you,Def,pronoun,Anim,a free paper to take home,Indef,non,Inanim
and this one night he gave me a bundle of papers which was nearly as big as I was and said get down the cellar and then he caus~ called a strike .,gave me a bundle of papers which was nearly as big as I was,gave,me,Def,pronoun,Anim,a bundle of papers which was nearly as big as I was,Indef,non,Inanim
and uh . I told this woman she'd won it and she gave me a shilling and .,gave me a shilling,gave,me,Def,pronoun,Anim,a shilling,Indef,non,Inanim
and at half time . they used to give you the . comics . out of the old ahh . Auckland ahh Herald with all the this sort of thing th~ that was something good you know it was a thruppence and .,give you the . comics . out of the old ahh . Auckland ahh Herald,give,you,Def,pronoun,Anim,the comics out of the old Auckland Herald,Def,non,Inanim
oh no . you know things come tough in some ways but ahh . it h~ it did you no harm,did you no harm,did,you,Def,pronoun,Anim,no harm,Indef,non,Inanim
didn't do a lot of good but s~ it did them no harm . mmm <mmm> .,did them no harm .,did,them,Def,pronoun,Anim,no harm,Indef,non,Inanim
talking about sermons he was giving us the rules of the day and .,giving us the rules of the day,giving,us,Def,pronoun,Anim,the rules of the day,Def,non,Inanim
and ahh . we managed to get enough off each plate to give this chap a meal and he turned out to be a very nice chap he was a seaman .,give this chap a meal,give,this chap,Def,non,Anim,a meal,Indef,non,Inanim
first thing I had to do was get up in the morning and take her a cup of tea in bed .,take her a cup of tea,take,her,Def,pronoun,Anim,a cup of tea,Indef,non,Inanim
but . she ahh just gave me the impression that she she thought that we I was way down below their sort you know . mmm,gave me the impression that she she thought that we I was way down below their sort,gave,me,Def,pronoun,Anim,the impression that she thought that I was way down below their sort,Def,non,Inanim
remembered him telling me that,telling me that,telling,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and um she wrote me a lovely a big big letter .,wrote me a lovely a big big letter .,wrote,me,Def,pronoun,Anim,a lovely a big big letter,Indef,non,Inanim
but nobody told me anything about it beforehand,told me anything about it,told,me,Def,pronoun,Anim,anything about it,Indef,non,Inanim
you'd give them a drink and they'd go on their way,give them a drink,give,them,Def,pronoun,Anim,a drink,Indef,non,Inanim
and ah - these cows would give me ah a kerosene tin full of milk,give me ah a kerosene tin full of milk,give,me,Def,pronoun,Anim,a kerosene tin full of milk,Indef,non,Inanim
but ah I couldn't actually tell you their ages right at that moment .,tell you their ages,tell,you,Def,pronoun,Anim,their ages,Def,non,Inanim
she'd after she'd given us our bath she'd take the rest of the boiling water out of the kettle and put it into the bath and put our napkins and things to wash our napkins in the bath,given us our bath,given,us,Def,pronoun,Anim,our bath,Def,non,Inanim
well he doesn't give you so much he wouldn't give you so much a doe a doe skin It'd only be worth about a penny or so,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
well he doesn't give you so much he wouldn't give you so much a doe a doe skin It'd only be worth about a penny or so,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
we used to sell the skins oh we'd know who who was givin us the best price an that -,givin us the best price,giving,us,Def,pronoun,Anim,the best price,Def,non,Inanim
wished you all the best but Mr Hassle that was the manager in those days he did try very hard to hold onto me but he couldn't they said no,wished you all the best,wished,you,Def,pronoun,Anim,all the best,Def,non,Inanim
