Unnamed: 0,Context,Response.variable,Possessor,Possessum,morph_case
3912,"at   &the quality& <anag> of </anag> $the thing$   ,",of-genitive,the thing,the quality,gen
3913,in   &the middle& <anag> of </anag> $the thing$   .,of-genitive,the thing,the middle,gen
3914,&the top end& <anag> of </anag> $the tileries$   ;,of-genitive,the tileries,the top end,gen
3915,&the last owners& <anag> of </anag> $the tileries$   ?,of-genitive,the tileries,the last owners,gen
3916,affect   &the surface& <anag> of </anag> $the tinned sheet$,of-genitive,the tinned sheet,the surface,gen
3917,"asked   &the manager& <anag> of </anag> $the tinworksv$   ,",of-genitive,the tinworksv,the manager,gen
3918,"in   &the end& <anag> of </anag> $the toe$   ,",of-genitive,the toe,the end,gen
3919,was   &the headmaster& <anag> of </anag> $the top school$,of-genitive,the top school,the headmaster,gen
3920,&the lower part& <anag> of </anag> $the tow$   was,of-genitive,the tow,the lower part,gen
3921,word   &the tricks& <anag> of </anag> $the trade$   ',of-genitive,the trade,the tricks,gen
3922,know   &the tricks& <anag> of </anag> $the trade$   you,of-genitive,the trade,the tricks,gen
3923,",   &the guard& <anag> of </anag> $the train$   would",of-genitive,the train,the guard,gen
3924,on   &the hook& <anag> of </anag> $the tub$   as,of-genitive,the tub,the hook,gen
3925,on   &the side& <anag> of </anag> $the tub$   :,of-genitive,the tub,the side,gen
3926,"on   &the side& <anag> of </anag> $the tub$   ,",of-genitive,the tub,the side,gen
3927,of   th&e way <&anag> of </anag> the u - boat$$ay <anag> of </anag> the u - boats,of-genitive,the u-boats,the way,gen
3928,was   &the job& <anag> of </anag> $the underhand$   -,of-genitive,the underhand,the job,gen
3929,at   &the side& <anag> of </anag> $the vessel$   and,of-genitive,the vessel,the side,gen
3930,"&the full width& <anag> of </anag> $the waggon$   ,",of-genitive,the waggon,the full width,gen
3931,to   &the floor& <anag> of </anag> $the wagon$   and,of-genitive,the wagon,the floor,gen
3932,said   &the floor& <anag> of </anag> $the wagonette$   was,of-genitive,the wagonette,the floor,gen
3933,"with   &the top& <anag> of </anag> $the wall$   ,",of-genitive,the wall,the top,gen
3934,"&the outside face& <anag> of </anag> $the wall$   ,",of-genitive,the wall,the outside face,gen
3935,of   &the ferocity& <anag> of </anag> $the war$   out,of-genitive,the war,the ferocity,gen
3936,with   &the decorating& <anag> of </anag> $the ware$   .,of-genitive,the ware,the decorating,gen
3937,"practically   &the colour& <anag> of </anag> $the water$   ,",of-genitive,the water,the colour,gen
3938,to   &the colour& <anag> of </anag> $the water$   -,of-genitive,the water,the colour,gen
3939,"to   &the colour& <anag> of </anag> $the water$   ,",of-genitive,the water,the colour,gen
3940,(/reg)   &the colour& <anag> of </anag> $the water$   .,of-genitive,the water,the colour,gen
3941,"for   &the colour& <anag> of </anag> $the water$   ,",of-genitive,the water,the colour,gen
3942,"git   &the depth& <anag> of </anag> $the water$   ,",of-genitive,the water,the depth,gen
3943,".   &the pressure& <anag> of </anag> $the water$   ,",of-genitive,the water,the pressure,gen
3944,&the south entrance& <anag> of </anag> $the waveney dock$,of-genitive,the waveney dock,the south entrance,gen
3945,find   &the origins& <anag> of </anag> $the wesleyan chapel$,of-genitive,the wesleyan chapel,the origins,gen
3946,-   &the remains& <anag> of </anag> $the wharfage$   were,of-genitive,the wharfage,the remains,gen
3947,control   &the speed& <anag> of </anag> $the wheel$   according,of-genitive,the wheel,the speed,gen
3948,through   &the spokes& <anag> of </anag> $the wheel$   and,of-genitive,the wheel,the spokes,gen
3949,took   &the top& <anag> of </anag> $the wheelhouse$   away,of-genitive,the wheelhouse,the top,gen
3950,to   &the end& <anag> of </anag> $the wood$   and,of-genitive,the wood,the end,gen
3951,on   &the price& <anag> of </anag> $the wool$   ?,of-genitive,the wool,the price,gen
3952,well   &the price& <anag> of </anag> $the wool$   you,of-genitive,the wool,the price,gen
3953,was   &the origin& <anag> of </anag> $the word public house$,of-genitive,the word public house,the origin,gen
3954,&the head managers& <anag> of </anag> $the works$   used,of-genitive,the works,the head managers,gen
3955,",   &the owner& <anag> of </anag> $the works$   was",of-genitive,the works,the owner,gen
3956,was   &the name& <anag> of </anag> $them engines$   d'you,of-genitive,them engines,the name,gen
3957,.   &the feature& <anag> of </anag> $them ow'd cottages$,of-genitive,them ow'd cottages,the feature,gen
3958,"that 's the only way to describe it, on these two wheels, and it always had a rumbling effect in the middle of the night, so i 'll leave you to guess what it was like, what with th&e clanking o&f these 'ere bowl dishes and that was what used to wake us kids up$$to describe it, on these two wheels, and it always had a rumbling effect in the middle of the night, so i 'll leave you to guess what it was like, what with the clanking of these 'ere bowl dishes and that was what used to wake us kids up.",of-genitive,these here bowl dishes,the clanking,gen
3959,"on   &the end& <anag> of </anag> $these cigarettes$   ,",of-genitive,these cigarettes,the end,gen
3960,&the unusual feature& <anag> of </anag> $these cottages$   was,of-genitive,these cottages,the unusual feature,gen
3961,in   th&e stream <&anag> of </anag> these herrin'   an$$am <anag> of </anag> these herrin'   and,of-genitive,these herrings,the stream,gen
3962,caused   &the closure& <anag> of </anag> $these pits$   you,of-genitive,these pits,the closure,gen
3963,&the bloomin' logs& <anag> of </anag> $these schools$   .,of-genitive,these schools,the bloomin' logs,gen
3964,on   th&e back <&anag> of </anag> these two plain -clothes copper$$> these two plain -clothes coppers,of-genitive,these two plain-clothes coppers,the back,gen
3965,&the back wheels& <anag> a' </anag> $this bed$   to,of-genitive,this bed,the back wheels,gen
3966,"call   &the end& <anag> of </anag> $this belt$   ,",of-genitive,this belt,the end,gen
3967,was   &the proprietor& <anag> of </anag> $this bicycle shop$,of-genitive,this bicycle shop,the proprietor,gen
3968,but   &the steward& <anag> of </anag> $this boat$   was,of-genitive,this boat,the steward,gen
3969,in   &the basement& <anag> of </anag> $this building$   ;,of-genitive,this building,the basement,gen
3970,"on   &the side& <anag> of </anag> $this cart$   ,",of-genitive,this cart,the side,gen
3971,of   &the effects& <anag> of </anag> $this depression in dawley$,of-genitive,this depression in dawley,the effects,gen
3972,about   &the preparation& <anag> of </anag> $this glaze$   ?,of-genitive,this glaze,the preparation,gen
3973,",   &the price& <anag> of </anag> $this gold dust$",of-genitive,this gold dust,the price,gen
3974,down   &the barrel& <anag> of </anag> $this gun$   and,of-genitive,this gun,the barrel,gen
3975,is   &the date& <anag> of </anag> $this kiln$   ?,of-genitive,this kiln,the date,gen
3976,"about   &the size& <anag> of </anag> $this room$   ,",of-genitive,this room,the size,gen
3977,"that   &the end& <anag> of </anag> $this rope$   ,",of-genitive,this rope,the end,gen
3978,whatòs   &the end& <anag> of </anag> $this rope$   ?,of-genitive,this rope,the end,gen
3979,it ?   &end& <anag> of </anag> $this rope system$,of-genitive,this rope system,end,gen
3980,what   &the nickname& <anag> of </anag> $those$   our shells,of-genitive,those,the nickname,gen
3981,"&the opening up& <anag> of </anag> $those guns$   ,",of-genitive,those guns,the opening up,gen
3982,"but   &the outside& <anag> of </anag> $those windows$   ,",of-genitive,those windows,the outside,gen
3983,but   &the value& <anag> of </anag> $trenowin$   was a,of-genitive,trenowin,the value,gen
3984,get   &the tenancy& <anag> of </anag> $trevedra$   ? or,of-genitive,trevedra,the tenancy,gen
3985,on   &the desk& <anag> of </anag> $turps$   and we,of-genitive,turps,the desk,gen
3986,of   &the depth& <anag> of </anag> $water$   - -,of-genitive,water,the depth,gen
3987,&the only rector& <anag> of </anag> $west lydford$   .,of-genitive,west lydford,the only rector,gen
3988,eventually became   &headmaster& <anag> of </anag> $wilde school$   ;,of-genitive,wilde school,headmaster,gen
3989,that   &the coming& <anag> of </anag> $world war two$,of-genitive,world war two,the coming,gen
3990,forms   &the shape& <anag> of </anag> $your bowl$   .,of-genitive,your bowl,the shape,gen
3991,by   &the position& <anag> of </anag> $your buffs$   on,of-genitive,your buffs,the position,gen
3992,in   &the sides& <anag> of </anag> $your ditches$   .,of-genitive,your ditches,the sides,gen
3993,was   &the opportunity& <anag> of </anag> $your gun$   .,of-genitive,your gun,the opportunity,gen
3994,in   &the price& <anag> of </anag> $your horticultural crops$,of-genitive,your horticultural crops,the price,gen
3995,"on   &the end& <anag> of </anag> $your lathe$   ,",of-genitive,your lathe,the end,gen
3996,on   &the end& <anag> of </anag> $your lathe$   .,of-genitive,your lathe,the end,gen
3997,on   &the bottom& <anag> of </anag> $your nets what hung down about six seven fathom$,of-genitive,your nets what hung down about six seven fathom,the bottom,gen
3998,know   &the headmaster& <anag> of </anag> $your school$   at,of-genitive,your school,the headmaster,gen
3999,"in   &the toe& <anag> of </anag> $your sock$   ,",of-genitive,your sock,the toe,gen
4000,mesh   th&e length <&anag> of </anag> yuh cod en$$length <anag> of </anag> yuh cod end,of-genitive,your cod-end,the length,gen
4001,th&e top part <&anag> of </anag> yuh cod en$$t <anag> of </anag> yuh cod end,of-genitive,your cod-end,the top part,gen
4002,are   &the extension& <anag> of </anag> $yuh headin' cord$,of-genitive,yuh headin' cord,the extension,gen
4003,&the fore side& <anag> of </anag> $yuh mizzen$   .,of-genitive,yuh mizzen,the fore side,gen
4004,"over   th&e end <&anag> of </anag> yuh pipe   $$he end <anag> of </anag> yuh pipe   ,",of-genitive,your pipe,the end,gen
4005,of   &the prayers& <anag> of </anag> $britain$   than he,of-genitive,britain,the prayers,gen
4006,as   &the acreage& <anag> of </anag> $carn grean farm$,of-genitive,carn grean farm,the acreage,gen
4007,he was   &kidmaster& <anag> of </anag> $church road$   .,of-genitive,church road,kidmaster,gen
4008,to   &bottom end& <anag> of </anag> $church street$   .,of-genitive,church street,bottom end,gen
4009,&the east side& <anag> of </anag> $clapham road$   near,of-genitive,clapham road,the east side,gen
4010,the extreme south - west <anag> of </anag> co$rnwall  $ . di&&est <anag> of </anag> cornwall   . did,of-genitive,cornwall,the extreme south west,gen
4011,"&the north gully& <anag> of </anag> $dow crags$   ,",of-genitive,dow crags,the north gully,gen
4012,was   &middleweight champion& <anag> of </anag> $england$   in those,of-genitive,england,middleweight champion,gen
4013,&the champion bull& <anag> of </anag> $england$   for years,of-genitive,england,the champion bull,gen
4014,"&the various parts& <anag> of </anag> $faversham$   , (pause)",of-genitive,faversham,the various parts,gen
4015,&the great warrior& <anag> of </anag> $france$   - -,of-genitive,france,the great warrior,gen
4016,&the post office& <anag> of </anag> $greatbar$   and they,of-genitive,greatbar,the post office,gen
4017,"they kept   $hartlepool$ <syng>  s </syng> &hospital&   going ,",s-genitive,hartlepool,hospital,gen
4018,like   &the outskirts& <anag> of </anag> $liverpool$   have been,of-genitive,liverpool,the outskirts,gen
4019,"in   &the centre& <anag> of </anag> $london$   , you",of-genitive,london,the centre,gen
4020,was   &the vicar& <anag> of </anag> $malinslee$   ? <u,of-genitive,malinslee,the vicar,gen
4021,was   $our area$ <syng>  s </syng> &wise woman&   .,s-genitive,our area,wise woman,gen
4022,continue   &the tenancy& <anag> of </anag> $parcan groves$   ?,of-genitive,parcan groves,the tenancy,gen
4023,then   $rigby street$ <syng>  s </syng> &house&   . he,s-genitive,rigby street,house,gen
4024,on   &the history& <anag> of </anag> $somerset$   this is,of-genitive,somerset,the history,gen
4025,of   &the gentry& <anag> of </anag> $st just$   would,of-genitive,st just,the gentry,gen
4026,</pobj> for   $sunday$ <syng>  s </syng> &feeding&   as well,s-genitive,sunday,feeding,gen
4027,&the bottom part& <anag> of </anag> $that churchyard$   (v,of-genitive,that churchyard,the bottom part,gen
4028,s   &the name& <anag> of </anag> $that country$   ?,of-genitive,that country,the name,gen
4029,(/reg)   &the farmhouse& <anag> of </anag> $that farm$   see,of-genitive,that farm,the farmhouse,gen
4030,"now on   &top& <anag> of </anag> $that hill$   ,",of-genitive,that hill,top,gen
4031,s   &the name& <anag> of </anag> $that place$   ?,of-genitive,that place,the name,gen
4032,was   &the nairme& <anag> of </anag> $that plairce$   ?,of-genitive,that plairce,the nairme,gen
4033,know   &the depth& <anag> of </anag> $that pond$   ?,of-genitive,that pond,the depth,gen
4034,s   &the name& <anag> of </anag> $that range of mountains$,of-genitive,that range of mountains,the name,gen
4035,on   &the edge& <anag> of </anag> $the airport$   now,of-genitive,the airport,the edge,gen
4036,&the social life& <anag> of </anag> $the area$   revolved,of-genitive,the area,the social life,gen
4037,on   &the edge& <anag> of </anag> $the bank$   so,of-genitive,the bank,the edge,gen
4038,over   &the top& <anag> of </anag> $the bank$   .,of-genitive,the bank,the top,gen
4039,"over   &the top& <anag> of </anag> $the banks$   ,",of-genitive,the banks,the top,gen
4040,"to   &the edge& <anag> of </anag> $the borough$   ,",of-genitive,the borough,the edge,gen
4041,really   &the heart& <anag> of </anag> $the city$   at,of-genitive,the city,the heart,gen
4042,notice   &the beauties& <anag> of </anag> $the country$   so,of-genitive,the country,the beauties,gen
4043,the extreme south - west <anag> of </anag> th$e country  $ &&est <anag> of </anag> the country   ;,of-genitive,the country,the extreme south west,gen
4044,to   &the roof& <anag> of </anag> $the dwelling place$,of-genitive,the dwelling place,the roof,gen
4045,.   $the earth$ <syng>  s </syng> &surface&   . he,s-genitive,the earth,surface,gen
4046,across   &the entrance& <anag> of </anag> $the harbour$   .,of-genitive,the harbour,the entrance,gen
4047,t'   $the harbour$ <syng>  s </syng> &mouth&   . in,s-genitive,the harbour,mouth,gen
4048,"opposite   $the harbour$ <syng>  s </syng> &mouth&   , winky",s-genitive,the harbour,mouth,gen
4049,at   &the foot& <anag> of </anag> $the hill$   .,of-genitive,the hill,the foot,gen
